Frequent Pairs
"frozenset({'bush', 'administration'})"
"frozenset({'bushs', 'bush'})"
"frozenset({'bush', 'campaign'})"
"frozenset({'bush', 'democratic'})"
"frozenset({'bush', 'democrats'})"
"frozenset({'election', 'bush'})"
"frozenset({'bush', 'general'})"
"frozenset({'bush', 'house'})"
"frozenset({'iraq', 'bush'})"
"frozenset({'john', 'bush'})"
"frozenset({'kerry', 'bush'})"
"frozenset({'media', 'bush'})"
"frozenset({'national', 'bush'})"
"frozenset({'bush', 'people'})"
"frozenset({'political', 'bush'})"
"frozenset({'poll', 'bush'})"
"frozenset({'polls', 'bush'})"
"frozenset({'bush', 'president'})"
"frozenset({'primary', 'bush'})"
"frozenset({'bush', 'republican'})"
"frozenset({'bush', 'republicans'})"
"frozenset({'senate', 'bush'})"
"frozenset({'bush', 'state'})"
"frozenset({'bush', 'states'})"
"frozenset({'bush', 'time'})"
"frozenset({'bush', 'vote'})"
"frozenset({'war', 'bush'})"
"frozenset({'democratic', 'campaign'})"
"frozenset({'general', 'campaign'})"
"frozenset({'kerry', 'campaign'})"
"frozenset({'democratic', 'democrats'})"
"frozenset({'election', 'democratic'})"
"frozenset({'general', 'democratic'})"
"frozenset({'democratic', 'house'})"
"frozenset({'kerry', 'democratic'})"
"frozenset({'media', 'democratic'})"
"frozenset({'poll', 'democratic'})"
"frozenset({'polls', 'democratic'})"
"frozenset({'primary', 'democratic'})"
"frozenset({'republicans', 'democratic'})"
"frozenset({'senate', 'democratic'})"
"frozenset({'war', 'democratic'})"
"frozenset({'election', 'democrats'})"
"frozenset({'general', 'democrats'})"
"frozenset({'house', 'democrats'})"
"frozenset({'kerry', 'democrats'})"
"frozenset({'poll', 'democrats'})"
"frozenset({'primary', 'democrats'})"
"frozenset({'republicans', 'democrats'})"
"frozenset({'senate', 'democrats'})"
"frozenset({'war', 'democrats'})"
"frozenset({'election', 'general'})"
"frozenset({'election', 'house'})"
"frozenset({'election', 'kerry'})"
"frozenset({'poll', 'election'})"
"frozenset({'election', 'republicans'})"
"frozenset({'war', 'election'})"
"frozenset({'general', 'house'})"
"frozenset({'kerry', 'general'})"
"frozenset({'media', 'general'})"
"frozenset({'poll', 'general'})"
"frozenset({'polls', 'general'})"
"frozenset({'general', 'president'})"
"frozenset({'republicans', 'general'})"
"frozenset({'senate', 'general'})"
"frozenset({'general', 'time'})"
"frozenset({'general', 'vote'})"
"frozenset({'war', 'general'})"
"frozenset({'kerry', 'house'})"
"frozenset({'media', 'house'})"
"frozenset({'poll', 'house'})"
"frozenset({'republicans', 'house'})"
"frozenset({'senate', 'house'})"
"frozenset({'war', 'house'})"
"frozenset({'iraq', 'war'})"
"frozenset({'kerry', 'john'})"
"frozenset({'kerry', 'media'})"
"frozenset({'poll', 'kerry'})"
"frozenset({'kerry', 'polls'})"
"frozenset({'kerry', 'primary'})"
"frozenset({'kerry', 'republicans'})"
"frozenset({'senate', 'kerry'})"
"frozenset({'kerry', 'time'})"
"frozenset({'kerry', 'vote'})"
"frozenset({'war', 'kerry'})"
"frozenset({'poll', 'media'})"
"frozenset({'war', 'media'})"
"frozenset({'poll', 'polls'})"
"frozenset({'poll', 'primary'})"
"frozenset({'poll', 'republicans'})"
"frozenset({'poll', 'senate'})"
"frozenset({'poll', 'war'})"
"frozenset({'senate', 'republicans'})"
"frozenset({'war', 'republicans'})"
